scientificName,State,TerrestrialEcoregions,,,,,,,,,,,,,,,,,,,,
Manilkara hexandra,Tamil Nadu,East Deccan Dry Evergreen Forests,,,,,,,,,,,,,,,,,,,,
Mimusops elengi,Tamil Nadu,East Deccan Dry Evergreen Forests,,,,,,,,,,,,,,,,,,,,
Randia dumetorum,Tamil Nadu,East Deccan Dry Evergreen Forests,,,,,,,,,,,,,,,,,,,,
Strychnos nux-vomica,Tamil Nadu,East Deccan Dry Evergreen Forests,,,,,,,,,,,,,,,,,,,,
Zyzyphus glabarrima,Tamil Nadu,East Deccan Dry Evergreen Forests,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Tamil Nadu,Godavari Krishna Mangroves,,,,,,,,,,,,,,,,,,,,
Bruguiera spp.,Tamil Nadu,Godavari Krishna Mangroves,,,,,,,,,,,,,,,,,,,,
Rhizophora spp.,Tamil Nadu,Godavari Krishna Mangroves,,,,,,,,,,,,,,,,,,,,
Suaeda spp.,Tamil Nadu,Godavari Krishna Mangroves,,,,,,,,,,,,,,,,,,,,
Actinodaphne angustifolia,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Bauhinia racemosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Bridelia retusa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Carissa congesta,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia latifolia,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Dillenia pentagyna,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Dysoxylum binectariferum,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Erythrina variegata,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Ficus glomerata,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Ficus nervosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Flacourtia spp.,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Garuga pinnata,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia microcarpa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Madhuca indica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Mangifera spp.,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Meyna laxiflora,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Myristica spp.,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Olea dioica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Pouteria tomentosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Salmalia malabarica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Stereospermum personatum,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Terminalia bellerica,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Tetrameles nudiflora,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Woodfordia fruticosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Wrightia tinctoria,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Zizyphus rugosa,Tamil Nadu,Malabar Coast Moist Forests,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Ailanthus excelsa,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Atalantia monophylla,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Buchanania lanzan,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Canthium parviflorum,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Chrysopogon aciculatus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Dendrocalamus strictus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Dendrocalamus strictus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros ebenum,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Eragrostis tenella,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Excoecaria agallocha,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Gyrocarpus americanus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Heteropogon contortus,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Holigarna grahamii,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Knema attenuata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Litsea glabrata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Melia dubia,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Memecylon edule,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Myristica dactyloides,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Olea dioica,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Phyllanthus emblica,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Santalum album,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Streblus asper,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia arjuna,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Terminalia bellirica,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Trema orientalis,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Turpinia malabarica,Tamil Nadu,NA,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Albizia amara,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Cassia fistula,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Chloroxylon swietenia,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia latifolia,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Diospyros montana,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Hardwickia binata,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Santalum album,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Shorea talura,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Sterospermum personatum,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia belirica,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia paniculata,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Tamil Nadu,South Deccan Plateau Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Adina cordifolia,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Albizia odoratissima,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Albizia procera,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Alstonia scholaris,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Bombax ceiba,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia latifolia,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Grewia tiliaefolia,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Holoptelea integrifolia,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Hymenodictyon excelsum,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia lanceolata,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia speciosa,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Machilus macrantha,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Miliusa velutina,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Radermachera xylocarpa,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Schleichera oleosa,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Spondias pinnata,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia bellerica,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia paniculata,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Toona ciliata,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Vitex altissima,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Xylia xylocarpa,Tamil Nadu,South Western Ghats Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Actinodaphne bourdellonii,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Arundinella ciliata,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Arundinella mesophylla,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Arundinella tuberculata,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Calophyllum austroindicum,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Chrysopogon zeylanicus,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Cullenia exarillata,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Cymbopogon flexuosus,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Diospyros barberi,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Eleocarpus recurvatus,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Garcinia rubro-echinata,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Garcinia travancorica,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Gluta travancorica,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Goniothalamus rhyncantherus,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Ilex denticulata,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Ilex wightiana,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Lasianthus spp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Linnociera ramiflora,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Litsea wightiana,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Mahonia nepalensis,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Memecylon gracile,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Memecylon subramanii,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Mesua ferrea,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Michaelia nilagirica,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Microtropis spp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Palaquium ellipticum,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Podocarpus wallichiana,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Psychotria sp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Pygeum gardneri,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Rapanaea wightiana,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Rhododenron nilgiricum,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Schefflera racemosa,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Sehima nervosum,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Strobilanthes sp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Symplocos spp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Syzigium spp.,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Ternstroemia gymnanthera,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Themeda tremula,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Vernonia travancorica,Tamil Nadu,South Western Ghats Montane Rain Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dodonaea sp.,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Holarrhena sp.,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Madhuca longifolia,Uttar Pradesh,Chota Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Albizia spp.,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus spp.,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Bauhinia restusa,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Betula spp.,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
C. Indica,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Calamus lalifolius,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Calamus leptospadix,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Castanopsis tribuloides,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Cyathea spinulosa (tree ferns),Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Cycas pectinata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Engelhardtia spicata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Engelhardtia spicata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
