scientificName,State,TerrestrialEcoregions,,,,,,,,,,,,,,,,,,,,
Erythrina spp.,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Gnetum montanus,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Mallotus philippinensis,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Olea cuspidata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Pandanus nepalensis,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Phoenix humilis,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Phoenix sylvestris,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Rauwolfia serpentina,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Schima wallichii,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Terminalia bellerica,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Terminalia crenulata,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Uttar Pradesh,Himalayan Subtropical Broadleaved Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Aegle marmelos,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Bombax ceiba,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Commiphora mukul,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia paniculata,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dicliptera abuensis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Diospyros spp.,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Emblica officinalis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Euphorbia caducifolia,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Grewia tenax,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Grewia villosa,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Maytenus emarginata,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Ougeinia oojeinensis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Securinega leucopyrus,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Sterculia urens,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Strobilanthes halbergii,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Veronica anagallis,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Wrightia tinctoria,Uttar Pradesh,Khathiar Gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Aegle marmelos,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Albizia procera,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Bombax ceiba,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Bombax ceiba in association with Albizia procera,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Bombax ceiba in association with Albizia procera,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Calamus tenuis,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Dalbergia sisso,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Duabanga sonneratioides,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Laportea crenulata,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Madhuca latifolia,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Ochna pumila,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Pterspermum acerifolium,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Sterculia villosa,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Sterculia vilosa,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Terminalia myriocarpa,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Zizyphus mauritiana,Uttar Pradesh,Lower Gangetic Plains Moist Deciduous Forests ,,,,,,,,,,,,,,,,,,,,
Abies densa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia chundra,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Aerva persica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Aerva persica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Ailanthus excelsa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Altingia excelsa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Alysicarpus vaginalis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Aristida adscensionis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Aristida funiculata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Atalantia monophylla,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Bauhinia racemosa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Bauhinia racemosa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Betula utilis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Bromus japonicus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Buchanania lanzan,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Capparis decidua,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cassia fistula,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Castanopsis indica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cedrus deodara,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cedrus deodara,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cenchrus biflorus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cenchrus biflorus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Chloroxylon swietenia,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Chrysopogon aciculatus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cressa cretica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cynodon dactylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cynodon dactylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Cyperus rotundus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Dactyloctenium aegyptium,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Dactyloctenium aegyptium,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Dalbergia sissoo,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Desmodium triflorum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Dichanthium annulatum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Digitaria stewartiana,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Digitaria stewartiana,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros chloroxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Eragrostis tenella,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Euphornia caducifolia,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Excoecaria agallocha,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Excoecaria agallocha,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Gyrocarpus americanus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Hardwickia binata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Heteropogon contortus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Holarrhena pubescens,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Holigarna grahamii,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Knema attenuata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Lantana camara,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Lasiurus scindicus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Lonicera tomentella,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Memecylon edule,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Mesua ferrea,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Olea dioica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Panicum turgidum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Phleum alpinum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Phoenix humilis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Phoenix paludosa,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Phragmites karka,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Picea smithiana,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Pinus insularis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Pinus roxburghii,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Poa annua,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Populus deltoides,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis cineraria,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis cineraria,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis cineraria,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Pterocarpus santalinus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Quercus leucotrichophora,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron arboreum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron barbatum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron campanulatum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron grande,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Saccharum spontaneum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Schima wallichii,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Sehima nervosum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Sesuvium portulacastrum,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Setaria viridis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Streblus asper,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Suaeda maritima,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Tecomella undulat,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Terminalia arjuna,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Trema orientalis,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Vernonia cinerea,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Vetiveria zizanoides,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Vetiveria zizanoides,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus nummularia,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus xylopyrus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus xylopyrus,Uttar Pradesh,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serata,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Hardwickia binata,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Homonoia riparia,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Salix tetrasperma,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Syzygium heyneanum,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia arjuna,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Vitex negundo,Uttar Pradesh,Narmada Valley Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Adina cordifolia,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dillenia pentagyna,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Ficus spp.,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Lagerstroemia parviflora,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Saccharum benghalense,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Saccharum narenga,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Saccharum spontaneum,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Stereospermum suaveolens,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia belerica,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Vetiveria zizanioides,Uttar Pradesh,Upper Gangetic Plains Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,
